0,1,2,3,4,5,Burn Rate
-1.2372951277599837,-1.2351097871646217,-1.0329022321440222,2.009394080061946,-0.845715463460974,0.8372822749571807,0.16
-1.5751380866604499,-0.5609469421546316,2.1318347470605348,-0.3113488838236633,-1.4399164092373564,-0.6580102079898981,0.36
-0.8916800736206719,1.5802571254681563,-1.4818706035296692,-1.3352874767064404,1.0633143869093271,-0.31568601322782763,0.49
-2.7520954651525886,-0.49508011373780725,2.3280431639449333,0.21975875699981845,-1.180097875317728,0.25767104595495616,0.2
1.632375333608803,-1.405135335635656,-1.5338167871390562,0.6680293218737696,-0.20712093831154138,0.3852588311647633,0.52
-1.2542770289603136,2.291249938170998,1.347805495348808,-0.6354104784943052,-1.4099602068890094,0.8246077900938916,0.29
1.8775838588925786,-1.410276435994702,-1.5694558861120391,0.5555489333583096,1.727654562403154,-0.29110539248193834,0.62
-1.592711887832959,-1.2713369824077714,-0.6612530783005056,-0.8840072228085482,-1.1566544037489155,0.4264956306230921,0.33
1.2600533468038544,-1.3860802484760093,-1.4674962430774419,0.858244465278574,-1.6857004700665894,0.48262161805757625,0.56
1.5091534661785324,1.4908198824947347,-2.2142192542766503,0.6088437612195172,1.0865653532271144,0.29433115105503677,0.67
-0.5836596305989532,2.264860272846759,1.2432590685817013,-0.9362674579042048,1.0078286194505863,-0.2794494113357204,0.5
-3.503797966916709,-0.44314774248216415,2.4665456439804854,0.5833262311040666,0.48274001144962736,0.11034706573784804,0.12
-0.2111252647131521,-0.6426383935201071,1.878828841395675,-1.0006573331834712,1.545790185909624,0.020633690747599135,0.4
-0.7178236282904893,1.6337590113199418,-1.8076393603240968,1.6772212137925326,1.2320955173164083,-0.7093110707099559,0.33
-0.8128564472998313,2.2836229298744315,1.2971002801287668,-0.7922787359567978,0.4484237029106022,-1.0170474985698006,0.51
-0.9451486616499546,-1.310227235848769,-0.7885893393661673,-1.2380576078673464,1.4130143108797193,1.0622303732108056,0.32
-1.2904711274885996,-0.5699202658265236,2.0846825145845718,-0.4559992836274993,1.0070562900203432,-1.0120670771796232,0.39
2.152629558742535,-0.7287951753223821,1.1568092760439534,0.9679193950822559,0.9136557762632647,0.21485591019428374,0.59
-1.9555300873357426,1.634525631990659,-1.3095742917897564,-0.8663585661052564,0.30658833652851347,0.7610594845759444,0.22
1.3135025562335667,-1.3815143821281044,-1.4711266286674256,0.839249302850276,0.05119410101393319,0.10377412604926656,0.68
1.4844386515098573,2.199871565515176,0.58436862848788,1.1935811336551858,-0.5741941444009877,-0.9255064015178655,0.57
-0.7792821524112282,-0.5984305423673975,1.9972388378560624,-0.6907065375237653,1.59452153153296,-1.1213590887601854,0.47
-0.7069449002581714,-0.6048851175861214,1.985365414348089,-0.7193513319197624,0.5501534877134037,-1.2361194786454432,0.46
0.21687750584181548,1.5076049662165445,-1.6786525749689831,-1.8563657123870339,-1.3317025455566516,-0.6046363681739186,0.61
2.537763027543921,-1.4569059054676226,-1.681945618246194,0.29421911834066306,-0.6993851609264916,0.19446428079366934,0.91
-0.721772152657522,-1.3249504258122036,-0.8199917082281348,-1.3162057072660514,-0.950956951069975,0.39066715608778263,0.4
